サムネイルURL,媒体,商材名,ジャンル,再生増加数,累計再生回数,予想消化増加額,累計予想消化額,いいね増加数,累計いいね数,公開日,アカウント名,遷移先,広告URL,広告テキスト,台本
https://cdn.kashika-20mile.com/dpro-analytics/youtube/Ep9VJkqenvC.jpg,YouTube,P＆G SK－II LXP 金継ぎ クリーム,スキンケア,412,"59,220,740",330,"47,376,592",2,"1,166",2024-09-20,SK-II Japan,https://www.sk-ii.jp/product/LXP-cream,https://www.youtube.com/watch?v=68Bx3K7RzDg,-,新生LXP40年にわたる匠の技 SKⅡ最高濃度の超濃縮ピテラ 全方位に 異次元の美しさへ 時が経つほどに 弾むような張り 輝き SKⅡ最高峰のエイジングケア 誕生 LXP 時を味方につける
https://cdn.kashika-20mile.com/dpro-analytics/thumbnails/youtube/MycPRMKDRlk.jpg,YouTube,cocone クレイクリームシャンプー モイスト,シャンプー,"35,509","26,220,348","28,407","20,976,278",0,358,2024-02-13,Beauty Channel,https://www.hugkumiplus.net/cocone/creamshampoo/lp/2212/04_c_bot_300cp.html,https://www.youtube.com/watch?v=MycPRMKDRlk,-,今泡立つシャンプーを使っている人 髪キシキシになってませんか?こんなサラサラの髪になりたいんだったら 一回Amazon1位になっているアイロンシャンプーを使ってみてこれ泡立たないクリームタイプなんだけど これで洗ったらほらドライヤーしただけで こんなにサラサラクレンジングみたいに毛穴の汚れが落ちて めっちゃいい匂いにもなれるしマジで髪の毛サラサラになるから これはマジでめっちゃいいと思うこんにちは タレントの彩香です突然ですけど私間違ってましたシャンプーといえば泡立てる必要があると思ってませんか?私もずっと思ってたんですけど 実は市販の安い泡立てるシャンプーってものによっては逆に 頭皮とか髪の毛のダメージに繋がってるみたいなんですよ知ってました?原因はね 合成海綿活性剤っていう洗浄成分なんですけどこれがね初期用洗剤にも入っている成分で 汚れを落とす力が強すぎて人によっては逆にダメージになったりしてるみたいなんですシャンプーした後にキシキシしてたり ドライヤーした後にパサついたりしてる人はもしかしたら今使ってるシャンプーが 自分の頭皮や髪に合ってないかも私もそれ知って泡立たないシャンプーに 変えてみたんですけどもうね見てくださいこれ今ドライヤーしただけでオイルとかね 何にもつけてないんですけどこんなにサラッサラになれたんですこれめっちゃ良くないですか?そんな私が今使っているシャンプーがこれこのクレイクリームシャンプーのココネこれさっきも言った通り 泡立たないクリームタイプのシャンプーなんですけど最近SNSでじわじわ人気になっててアイロン要らずのサラサラな髪になれるって めっちゃバズってるんですこの髪ほらめちゃくちゃサラサラじゃないですかこのココネが汚れを落としながら 髪の補修までこれ1本でできちゃう理由がシャンプーに入っているマイクロクレイ毛根よりもかなり小さい泥の粒子が泡立てなくても泥パックみたいに頭皮の汚れをしっかり吸着してくれてそこにオーガニックオイルとか海藻成分が入ってるからしっかりね髪のシーンまで補修してくれるんです実際にね私も使ってるんですけど手に取った感じはこんなねトロトロのクリーミーなテクスチャー使ってびっくりしたんですけどこれめちゃくちゃいい香りなんです柑橘系のいい香りがもうねお風呂中に広がって最高です頭皮からしっかりココネを馴染ませてしっかり洗い流したら見てくださいアイロンも何もしてないのにこんなにサラサラ本当にトリートメントなしでこれ1本でそんなに変わるって思ってたんですけどこれ本当にココネ使ってドライヤーしただけですからねストーンって落ちてやばくないですかこれ1本でいいからねめっちゃ時短だしお子さんいたり忙しい方とかにね本当にこれめちゃくちゃおすすめしたいですインスタでもココネって調べたらね感動してる人たくさんいてAmazonとか楽天でも1位になってるしロフトのベストコスメでもヘアケアとしてね初受賞したりしててこれはね本当に今から流行ると思うサラサラな髪になりたい人はぜひ1回使ってみてくださいここまで聞いてこれ1本でそんなサラサラになれるんだったら絶対高そうって思う人もいると思うんです私もこれ1本で美容室のトリートメントくらい効果があるんだったら5000円以上はするのかなって思ってたんですけどこのココネのメーカーは通販をメインにしてテレビCMを出さないことでコストを下げることに成功しててこれ1本で値段が3780円このクオリティで4000円以下は私はねかなり安いと思いますただですねちょっと待ってください実はもっとお得にこのココネを買える方法を発見しちゃいましてこの動画をここまで見てくれたあなただけにこっそり教えたいと思うんですけどこの動画下のボタンを押していける公式特別ページからなら今なんとこのココネを1680円で手に入れることができるんですこれ丸々1本で1680円ですよめちゃくちゃコスパ良くないですかもちろん送料も無料なのでかかるのは正真正銘1680円だけ自分の頭皮とか髪に合わなかったらどうしようって人でもこのページから買えば永久返金保証もついてるので安心してください最後に1点だけ注意なんですけどこれ一時期めっちゃ人気で在庫がなくなって10万人以上が予約待ちになったらしいんです1680円で買えるこの特別キャンペーンもいつ終わるか分からないから今まだ使ってるシャンプーあるしなっていう人でもこの値段で買える今のうちに申し込んでおくのがおすすめです大事なのでもう1回Amazon楽天1位でアイロンシャンプーでSNSで話題のクレイクリームシャンプーココネを最安の1680円送料無料永久返金保証付きで買えるのはこの動画から行ける公式特別ページ限定申し込みは動画下の青いボタンを押して商品ページに飛んでお届け先や支払い情報などを入れるだけで1分で完了支払いはクレジットカードじゃなくてもコンビニや郵便局での後払いでもOK今この動画から申し込めば数日後には家に届いて話題のアイロンシャンプーを体感できます想像してみてくださいくせ毛、パサつき、うねり髪に悩まされてテンション最悪そんな状態からココネを使って若々しいサラッサラな髪に後姿も違いが一目瞭然この動画はもうすぐ終了してしまうので今すぐ動画下の青いボタンを押して最安の1680円永久返金保証付きで話題のアイロンシャンプーの凄さを体感してみてください
https://cdn.kashika-20mile.com/dpro-analytics/thumbnails/youtube/Ga2b1HjlicI.jpg,YouTube,cocone クレイクリームシャンプー モイスト,シャンプー,"14,614","24,816,084","116,912","198,528,672",0,413,2024-02-13,Beauty Channel,https://www.hugkumiplus.net/cocone/creamshampoo/lp/2212/04_c_bot_300cp.html,https://www.youtube.com/watch?v=Ga2b1HjlicI,-,質問ですなんでそんなに髪サラサラなんですかはい結論髪サラサラにしたかったら1回泡立シャンプーやめてみてくださいえって思うかもだけどこのAmazon1位の泡立たないアイロンシャンプー使ったらもうね私ヘアアイロンいらなくなりましたほらドライヤーだけでこんなにサラサラバッサバサの紙でもこれ使ったらサラサラになれるしこうインスタでも手放せないって人めっちゃ増えてるからこれね本当みんなに使ってみてほしいこんにちはタレントの彩かです突然ですけど私間違ってましたシャンプーといえば泡立てる必要があると思ってませんか私もずっと思ってたんですけど実は市販の安い泡立てるシャンプーって物によっては逆に頭皮とか髪の毛のダメージにつがってるみたいなんですよ知ってました原因はね合成海面活性剤っていうね洗浄成分なんですけどこれがね食器用洗剤にも入っている成分で汚れを落とす力が強すぎても人によっては逆にダメージになったりしてるみたいなんですシャンプーした後にこうキシキシしてたりドライヤーした後にねパサついたりしてる人はもしかしたら今使ってるシャンププが自分の頭皮や紙に合ってないかも私もそれ知って泡立たないシャンプーに変えてみたんですけどもうね見てくださいこれ今ドライヤーしただけでオイルとかね何にもつけてないんですけどこんなにサラサラに慣れたんですこれめっちゃ良くないですかそんな私が今使っているシャンプーがこれこのクレイクリームシャンプーのココネこれさっきも言った通り泡立たないクリームタイプのシャンプーなんですけどね最近SNSでじわじわ人気になっててアイロンイラズのサラサラな紙になれるってめっちゃバってるんですこの髪ほらめちゃくちゃサラサラじゃないですかこのココネが汚れを落としながら紙の補修までこれ1本でできちゃう理由がシャンプーに入っているマイクロクレイ毛根よりもかなり小さい泥の粒子が泡立てなくてもこう泥パックみたいに頭皮の汚れをしっかり吸着してくれてでそこにオーガニックオイルとか海藻成分が入ってるからこうしっかりね紙のシまで補修してくれるんです実際にね私も使ってるんですけどこ手に取った感じはこんなねトロトロのクリーミーなテクスチャー使ってびっくりしたんですけどこれめっちゃくちゃちゃいい香りなんです柑橘系のいい香りがもうね風呂中に広がってる最高です頭皮からしっかりココを馴染ませてしっかり洗い流したら見てくださいアイロンも何にもしてないのにこんなにサラサラ本当にトリートメントなしでこれ一方でそんなに変わるって思ってたんですけどこれ本当にココネ使ってドライヤしただけですからねストーンて落ちてやばくないですかこれ1本でいいからねめっちゃ時短だしお子さんいたり忙しい方とかにね本当にこれめちゃくちゃお勧めしたいですインスタでもココねって調べたらね感動してる人たくさんいてAmazonとか楽天でも1位になってるしロフトのベストコスメでもヘアケアとしてね初受賞したりしててこれはね本当に今から流行ると思うサラサラな紙になりたい人は是非1回使ってみてくださいここまで聞いてこれ1本でそんなサラサラになれるんだったら絶対高そううって思う人もいると思うんです私もこれ1本で美容室のトリートメントくらい効果があるんだったら5000円以上はするのかなって思ってたんですけどこのココネののメーカーは通販をメインにしてテレビCMを出さないことでコストを下げることに成功しててこれ1本で値段が380円このクオリティで4000円以下は私はねかなり安いと思いますただですねちょっと待ってください実はもっとお得にこのココネを変える方法を発見しちゃいましてこの動画をここまで見てくれたあなただけにこっそり教えたいと思うんですけどこの動画下のボタンを押していける公式特別ページからなら今なんとこのココネを1680で手に入れることができるんですこれまま1本で1680ですよめちゃくちゃコスパ良くないですかもちろん送料も無料なのでかかるのは小心証明1680だけ自分の投資とか紙に合わなかったらどうしようって人でもこのページから買えば永久返金保証もついてるので安心してください最後に1点だけ注意なんですけどこれ一時期めっちゃ人気で在庫がなくなって10万人以上が予約待ちになったらしいんです1680で買えるこの特別キャンペーンもいつ終わるか分からないから今まだ使ってるシャンプーあるしなっていう人でもこの値段で買える今のうちに申し込んでおくのがおすすめです大事なのでもう1回Amazon楽天1位でアイロンシャンプーでSNSで話題のクレイクリームシャンプーココネを最安の1680送料無料永久返金保証付きで買えるのはこの動画から行ける公式特別ページ限定申し込みは動画下の青いボタンを押して商品ページに飛んでお届け先や支払い情報などを入れるだけで1分で完了支払いはクレジットカードじゃなくてもコンビニや郵便局での後払いでもオッケー今この動画から申し込めば数日後には家に届いて話題のアイロンシャンプーを体感できます想像してみてください癖毛パサつきうねり紙に悩まされてテンション最悪そんな状態からココネを使って若々しいさらっさらな紙に後ろ姿も死骸が一目瞭然この動画もうすぐ終了してしまうので今すぐ動画下の青いボタンを押して最安の1680永久返金保証付きで話題のアイロンシャンプーのすごさを体感してみてくださいH
https://cdn.kashika-20mile.com/dpro-analytics/thumbnails/youtube/s7b4PrEB8Mg.jpg,YouTube,シュミテクト やさしくホワイトニングEX,ホワイトニングケア,0,"24,664,993",0,"12,332,496",0,0,2024-01-15,シュミテクト&PROエナメル,https://www.hagashimiru.jp/products/Extra-whitening.html,https://www.youtube.com/watch?v=s7b4PrEB8Mg,-,-
https://cdn.kashika-20mile.com/dpro-analytics/thumbnails/youtube/K3ksKkpwWyU.jpg,YouTube,ゴリラクリニック 美容医療,美容医療,"28,375","22,369,379","22,700","17,895,503",0,25,2024-03-11,ゴリラクリニック,https://gorilla.clinic/lp/,https://www.youtube.com/watch?v=K3ksKkpwWyU,-,男性専門の総合美容ゴリラクリニック綺麗な肌が自分を積極的にしてくれる髪何かしました分かりますもう髪のことは気にしないもっと自由な自分へやべ髭剃りはいっか時間を無駄にしない気持ちに余裕が生まれる自信をくれる自分になるゴリラクリニックで検索
https://cdn.kashika-20mile.com/dpro-analytics/youtube/ysAUb4D3ye3.jpg,YouTube,SHISEIDO ベネフィーク,スキンケア,0,"20,870,353",0,"10,435,176",0,0,2024-06-14,"資生堂 Shiseido Co., Ltd.",https://www.shiseido.co.jp/benefique/product/benefique/,https://www.youtube.com/watch?v=lhVriQZ0yrg,-,新発想のスキンケア コキュビオそれは、厳選された大地の成分を取り込んだこだわりの香り肌・体・心へベネフィーク
https://cdn.kashika-20mile.com/dpro-analytics/youtube/wLNJuZqkE2x.jpg,YouTube,TCB東京中央美容外科 美容医療,美容医療,0,"20,354,576",0,"10,177,288",0,"1,842",2024-06-12,TCB_チャンネル12,https://tcb-beauty.net/menu/eye_kuma_fukurami_509_9,https://www.youtube.com/watch?v=rLFCxZoFLkQ,-,ふけ顔表情が暗い目の下の脂肪の膨らみかもTCBのクマトリなら切らずに眼下脂肪除去月々7300円TCB
https://cdn.kashika-20mile.com/dpro-analytics/youtube/BHRUTtSXq4y.webp,YouTube,ディオール メイク,メイク,"5,434","18,149,767","2,718","9,074,884",0,146,2024-12-10,Christian Dior,https://www.dior.com/ja_jp/beauty,https://www.youtube.com/watch?v=WOkVg_b83fY,-,Thanks for watching!
https://cdn.kashika-20mile.com/dpro-analytics/youtube/ZkQoYgGd759.jpg,YouTube,SHISEIDO ベネフィーク,スキンケア,0,"17,904,222",0,"8,952,111",0,0,2024-06-14,"資生堂 Shiseido Co., Ltd.",https://www.shiseido.co.jp/benefique/product/benefique/,https://www.youtube.com/watch?v=3y9dwAsu9f8,-,スキンケアは呼吸で変わる 新発想 呼吸美容30年を超える研究開発から 満ち溢れる潤いベネフィーク
https://cdn.kashika-20mile.com/dpro-analytics/youtube/oZ1Xgsoi_io.webp,YouTube,ニベア 肌磨きジェルクレンズ,クレンジング,0,"14,999,758",0,"3,749,940",0,0,2025-04-04,KaoJapan,https://www.nivea.co.jp/highlights/gelcleanse,https://www.youtube.com/watch?v=oZ1Xgsoi_io,-,ニベア 新メイク落とし ほぐすととろけるこのジェルが メイクに馴染んでくすみまで落とすから この透明感 ニベア 肌磨きジェルクレンズ 洗顔も
